id,created_at,user_screen_name,user_followers_count,user_location,user_verified,user_friends_count,user_listed_count,user_favourites_count,user_statuses_count,user_geo_enabled,Hashtags,text,Bot_or_NoBot
9.9E+17,28-04-18 0:42,ioanna_238,151,"England, United Kingdom",FALSE,948,17865,492,188,FALSE,"[{'indices': [104, 115], 'text': 'headphones'}, {'indices': [116, 126], 'text': 'earphones'}, {'indices': [127, 134], 'text': 'iphone'}]",RT @ioanna_238: Code: IOANNA gives you 20% off at 😍(offer valid until 11/05/18) #headphones #earphones #iphone #iph…,Bot
9.9E+17,28-04-18 0:05,creativegene1,65,,FALSE,51,749,252,3771,FALSE,"[{'indices': [2, 7], 'text': 'love'}, {'indices': [55, 66], 'text': 'electronic'}, {'indices': [67, 74], 'text': 'iphone'}, {'indices': [75, 86], 'text': 'iphone8red'}, {'indices': [87, 95], 'text': 'iphone8'}]",I #love unboxing new stuff... It's an awesome feeling #electronic #iphone #iphone8red #iphone8…,NoBot
9.9E+17,28-04-18 0:03,iPhone8andx,1903,United States,FALSE,56,17999,19,9863,FALSE,"[{'indices': [0, 4], 'text': 'Win'}, {'indices': [18, 26], 'text': 'iPhoneX'}, {'indices': [33, 41], 'text': 'iPhone8'}, {'indices': [99, 108], 'text': 'Giveaway'}, {'indices': [109, 115], 'text': 'Phone'}]",#Win one of these #iPhoneX &amp; #iPhone8 ?? just RETWEET &amp; FOLLOW us COMMENT THE ONE YOU WANT #Giveaway #Phone 14,Bot
9.9E+17,28-04-18 0:00,eversobling,709,,FALSE,1358,15930,0,6024,FALSE,"[{'indices': [37, 45], 'text': 'iPhone8'}, {'indices': [46, 54], 'text': 'iPhoneX'}, {'indices': [55, 66], 'text': 'BlingBling'}]",Classic Crystal New iPad Case - Pink #iPhone8 #iPhoneX #BlingBling Click here -&gt;,Bot
9.9E+17,27-04-18 23:51,up2datetrending,51,India,FALSE,51,12727,32,69,TRUE,"[{'indices': [102, 110], 'text': 'iPhone8'}]",Apples (PRODUCT) RED Editions of iPhone 8 and iPhone 8 Plus are finally available for sale in India. #iPhone8…,Bot
9.9E+17,27-04-18 23:48,benstory12,284,"Leeds, England",FALSE,99,532,657,1325,TRUE,[],So my phones on 5% but I want to listen to music before I sleep. But the fucking charger and my headphones fit the…,NoBot
9.9E+17,27-04-18 23:34,accmobility,782,,FALSE,258,540,10,22979,FALSE,"[{'indices': [16, 29], 'text': 'AWesleyChung'}, {'indices': [30, 39], 'text': 'Restless'}, {'indices': [40, 51], 'text': 'musicvideo'}, {'indices': [52, 57], 'text': 'film'}, {'indices': [58, 63], 'text': '16mm'}, {'indices': [64, 68], 'text': 'car'}, {'indices': [69, 74], 'text': 'bike'}, {'indices': [75, 83], 'text': 'iphone8'}, {'indices': [84, 94], 'text': 'clarendon'}]",RT @malrumbles: #AWesleyChung #Restless #musicvideo #film #16mm #car #bike #iphone8 #clarendon @ Maxwell Park,NoBot
9.9E+17,27-04-18 23:31,Roc091,73,People's Republic of China,FALSE,234,15623,1540,82,TRUE,"[{'indices': [57, 77], 'text': 'promotionalproducts'}, {'indices': [78, 84], 'text': 'promo'}, {'indices': [85, 102], 'text': 'wirelesschargers'}]",Elephant Wireless Charger Contact: roc@everacepromo.com #promotionalproducts #promo #wirelesschargers…,Bot
9.9E+17,27-04-18 23:30,Faireybomb40,229,"Brussels, Belgium",FALSE,266,303,3213,991,FALSE,"[{'indices': [80, 87], 'text': 'gotcha'}, {'indices': [92, 100], 'text': 'iphone8'}]",It’s been a good day even though I had to spend most of it at work. 😊 Got a new #gotcha and #iphone8 and playing Po…,NoBot
9.9E+17,27-04-18 23:30,NewApps4me,12519,Global,FALSE,13790,18403,10440,74517,TRUE,"[{'indices': [53, 61], 'text': 'iphone8'}]",Five Useful Mac Apps Worth Checking Out - April 2018 #iphone8,Bot
9.9E+17,27-04-18 23:15,UlakCases,26123,17959 East Ajax Circle,FALSE,17,124,154,2156,FALSE,"[{'indices': [5, 13], 'text': 'iPhone8'}, {'indices': [97, 105], 'text': 'iPhone7'}]","This #iPhone8 wallet case helps you keep everything you need in one, convenient place! Shop this #iPhone7 case for…",NoBot
9.9E+17,27-04-18 23:14,Texacanno,3363,Toronto ,FALSE,3361,297,6778,15060,TRUE,[],"On (04/15/18), My mom got me the NEW! iPhone 8 (Silver) 64GB with the tempered glass installed and I got the Caseco…",NoBot
9.9E+17,27-04-18 23:00,Mscv50,19932,"Amsterdam, The Netherlands",FALSE,9431,11342,51993,29035,FALSE,[],RT @tech__giveaways: Just saw this on Amazon: NuAns ROLLDOCK Lightning Mobile Battery Dock 3000... for $49.99 via @…,Bot
9.9E+17,27-04-18 22:57,iammudan,1426,ℋeavenlyℂourtℂelestialℳansion,FALSE,97,18013,1140,8764,TRUE,"[{'indices': [66, 74], 'text': 'iPhone8'}, {'indices': [76, 88], 'text': 'iPhone8Plus'}, {'indices': [93, 101], 'text': 'iPhoneX'}]","RT @gizbot: Belkin has unveiled its new wireless charging pad for #iPhone8, #iPhone8Plus and #iPhoneX. @belkin",Bot
9.9E+17,27-04-18 22:35,B2Bzazzled,1464,Worldwide,FALSE,2077,763,8,13633,FALSE,[],Use an iPhone 8 Case for business professionals with a monogram emblem that can be personal…,NoBot
9.9E+17,27-04-18 22:30,malrumbles,326,"Glasgow, Scotland",FALSE,442,256,348,3052,FALSE,"[{'indices': [0, 13], 'text': 'AWesleyChung'}, {'indices': [14, 23], 'text': 'Restless'}, {'indices': [24, 35], 'text': 'musicvideo'}, {'indices': [36, 41], 'text': 'film'}, {'indices': [42, 47], 'text': '16mm'}, {'indices': [48, 52], 'text': 'car'}, {'indices': [53, 58], 'text': 'bike'}, {'indices': [59, 67], 'text': 'iphone8'}, {'indices': [68, 78], 'text': 'clarendon'}]",#AWesleyChung #Restless #musicvideo #film #16mm #car #bike #iphone8 #clarendon @ Maxwell Park,NoBot
9.9E+17,27-04-18 22:30,iPhone8andx,1903,United States,FALSE,56,11097,19,9863,FALSE,"[{'indices': [0, 4], 'text': 'Win'}, {'indices': [18, 26], 'text': 'iPhoneX'}, {'indices': [33, 41], 'text': 'iPhone8'}, {'indices': [99, 108], 'text': 'Giveaway'}, {'indices': [109, 115], 'text': 'Phone'}]",#Win one of these #iPhoneX &amp; #iPhone8 ?? just RETWEET &amp; FOLLOW us COMMENT THE ONE YOU WANT #Giveaway #Phone 11,Bot
9.9E+17,27-04-18 22:30,NewApps4me,12519,Global,FALSE,13790,10829,10440,74517,TRUE,"[{'indices': [62, 70], 'text': 'iphone8'}]",Apple working on wireless AR/VR headset with dual 8K displays #iphone8,Bot
9.9E+17,27-04-18 22:17,jfern415,8,"San Francisco, CA",FALSE,29,699,43,87,FALSE,"[{'indices': [11, 15], 'text': 'red'}, {'indices': [16, 24], 'text': 'iphone8'}, {'indices': [41, 50], 'text': 'iphonese'}]",I want the #red #iphone8 but just got an #iphonese not long ago :(((,NoBot
9.9E+17,27-04-18 22:17,sp_wallpaper,515,Web,FALSE,30,12678,0,33132,FALSE,"[{'indices': [63, 71], 'text': 'iphone8'}, {'indices': [72, 82], 'text': 'wallpaper'}]",SmartPhone Wallpaper info:Cloudy Green #iphone8 #wallpaper,Bot
9.9E+17,27-04-18 22:15,iPhone_wp_sc_en,4116,,FALSE,512,15547,0,30617,FALSE,"[{'indices': [37, 45], 'text': 'iphone8'}, {'indices': [46, 56], 'text': 'wallpaper'}]",Cloudy Green #iphone8 #wallpaper,Bot
9.9E+17,27-04-18 21:30,iPhone8andx,1903,United States,FALSE,56,17062,19,9863,FALSE,"[{'indices': [0, 4], 'text': 'Win'}, {'indices': [18, 26], 'text': 'iPhoneX'}, {'indices': [33, 41], 'text': 'iPhone8'}, {'indices': [99, 108], 'text': 'Giveaway'}, {'indices': [109, 115], 'text': 'Phone'}]",#Win one of these #iPhoneX &amp; #iPhone8 ?? just RETWEET &amp; FOLLOW us COMMENT THE ONE YOU WANT #Giveaway #Phone 9,Bot
9.9E+17,27-04-18 21:12,See_Murray,160,"Philadelphia, PA",FALSE,321,705,1014,891,TRUE,"[{'indices': [78, 94], 'text': 'clearwaterbeach'}, {'indices': [95, 103], 'text': 'florida'}, {'indices': [104, 110], 'text': 'vscox'}]",And I’m staying in Florida until Sunday now. Should I go to Disney? 🤔 . . . . #clearwaterbeach #florida #vscox…,NoBot
9.9E+17,27-04-18 21:05,Hendy11Dh68,4504,"Winnipeg, Manitoba",FALSE,4903,757,7109,12198,FALSE,[],iphone8_PRODUCT-REDtm-special_edition_15_rev0_video_CA-EN_rogers_TBD_AMX... via @YouTube,NoBot
9.9E+17,27-04-18 21:02,cacostello,26,"Easton, PA",FALSE,67,744,45,370,FALSE,"[{'indices': [0, 8], 'text': 'Hallway'}, {'indices': [20, 40], 'text': 'EllisIslandHospital'}, {'indices': [44, 58], 'text': 'blackandwhite'}, {'indices': [59, 87], 'text': 'LehighValleyPhotographyClub'}, {'indices': [88, 96], 'text': 'iphone8'}]",#Hallway leading to #EllisIslandHospital in #blackandwhite #LehighValleyPhotographyClub #iphone8…,NoBot
9.9E+17,27-04-18 21:01,blogengageiam,4,United,FALSE,143,10810,1,519,FALSE,[],Apple iPhone8 and 8 Plus RED Special Edition now available in India,Bot
9.9E+17,27-04-18 20:54,LucieBernardoni,7499,France,FALSE,637,129,313,3190,TRUE,"[{'indices': [33, 44], 'text': 'instavideo'}, {'indices': [45, 53], 'text': 'iphone8'}, {'indices': [54, 61], 'text': 'minime'}, {'indices': [62, 68], 'text': 'video'}, {'indices': [69, 74], 'text': 'film'}, {'indices': [75, 89], 'text': 'blackandwithe'}, {'indices': [90, 102], 'text': 'mygirlandme'}, {'indices': [103, 114], 'text': 'bambinamia'}]",Everything’s gonna be alright 🎈 #instavideo #iphone8 #minime #video #film #blackandwithe #mygirlandme #bambinamia…,NoBot
9.9E+17,27-04-18 20:44,gadgets_ng,257,No 4 Medical Road Ikeja Lagos,FALSE,963,15325,620,385,FALSE,[],Ask and it shall be given on to you..😄😃 Seen what you like? Don’t hesitate to DM or Call 📞☎️ 07039858496 : ...let’s…,Bot
9.9E+17,27-04-18 20:43,Meritc_,469,"California, USA",FALSE,26,15911,5122,163,FALSE,"[{'indices': [23, 30], 'text': 'iPhone'}, {'indices': [31, 38], 'text': 'iPhone'}, {'indices': [39, 45], 'text': 'apple'}, {'indices': [46, 56], 'text': 'teamapple'}, {'indices': [57, 69], 'text': 'appleiphone'}, {'indices': [70, 78], 'text': 'iphonex'}, {'indices': [79, 91], 'text': 'iphone8plus'}, {'indices': [92, 100], 'text': 'iphone8'}, {'indices': [101, 113], 'text': 'iphone7plus'}]",New iPhone Concept! 🔥😍 #iPhone #iPhone #apple #teamapple #appleiphone #iphonex #iphone8plus #iphone8 #iphone7plus…,Bot
9.9E+17,27-04-18 20:37,RewireSTRIKE,120,,FALSE,699,483,211,1181,FALSE,[],When the screen resolution to your Windows phone is better than the Iphone8.,NoBot
9.9E+17,27-04-18 20:30,iPhone8andx,1903,United States,FALSE,56,17306,19,9863,FALSE,"[{'indices': [0, 4], 'text': 'Win'}, {'indices': [18, 26], 'text': 'iPhoneX'}, {'indices': [33, 41], 'text': 'iPhone8'}, {'indices': [99, 108], 'text': 'Giveaway'}, {'indices': [109, 115], 'text': 'Phone'}]",#Win one of these #iPhoneX &amp; #iPhone8 ?? just RETWEET &amp; FOLLOW us COMMENT THE ONE YOU WANT #Giveaway #Phone 7,Bot
9.9E+17,27-04-18 20:30,NewApps4me,12519,Global,FALSE,13790,19620,10440,74517,TRUE,"[{'indices': [88, 96], 'text': 'iphone8'}]",How to add trusted phone numbers for Two-Factor Authentication to your Apple ID account #iphone8,Bot
9.9E+17,27-04-18 20:18,Kahreh,443,Los Angeles ,FALSE,200,358,2735,844,TRUE,"[{'indices': [58, 68], 'text': 'streetart'}, {'indices': [69, 77], 'text': 'iphone8'}, {'indices': [78, 82], 'text': 'nyc'}]","RT @bklynartprjct: iMother of God, hallowed be thy phone. #streetart #iphone8 #nyc",NoBot
9.9E+17,27-04-18 20:02,DamienSchreurs,179,Luxembourg,FALSE,138,757,22,1731,FALSE,"[{'indices': [62, 68], 'text': 'apple'}, {'indices': [70, 74], 'text': 'ios'}, {'indices': [76, 82], 'text': 'ios11'}, {'indices': [84, 89], 'text': 'ipad'}, {'indices': [91, 97], 'text': 'ipad6'}, {'indices': [99, 108], 'text': 'ipadmini'}]","How to set up your new iPhone or iPad #apple, #ios, #ios11, #ipad, #ipad6, #ipadmini,…",NoBot
9.9E+17,27-04-18 19:58,EngrWasimsafdar,1156,Copenhagen,FALSE,4992,15454,638,654,FALSE,"[{'indices': [9, 24], 'text': 'iCamTranslator'}, {'indices': [38, 45], 'text': 'iPhone'}, {'indices': [96, 104], 'text': 'iPhone7'}, {'indices': [107, 111], 'text': 'iOS'}]",Download #iCamTranslator free on your #iPhone and subscribe any feature and get a chance to win #iPhone7. #iOS…,Bot
9.9E+17,27-04-18 19:44,ArtRetail,106,USA,FALSE,51,18056,417,3825,FALSE,"[{'indices': [15, 23], 'text': 'iPhoneX'}, {'indices': [24, 30], 'text': 'Cases'}, {'indices': [70, 77], 'text': 'design'}, {'indices': [84, 89], 'text': 'Case'}, {'indices': [90, 96], 'text': 'Brand'}, {'indices': [98, 104], 'text': 'Apple'}, {'indices': [105, 111], 'text': 'phone'}, {'indices': [112, 123], 'text': 'phonecases'}, {'indices': [124, 131], 'text': 'online'}, {'indices': [132, 139], 'text': 'google'}]",RT @ArtRetail: #iPhoneX #Cases 🌸https://t.co/E5R9uTND7X 👉🏻Apply any #design 2 any #Case #Brand #Apple #phone #phonecases #online #google…,Bot
9.9E+17,27-04-18 19:30,iPhone8andx,1903,United States,FALSE,56,17783,19,9863,FALSE,"[{'indices': [0, 4], 'text': 'Win'}, {'indices': [18, 26], 'text': 'iPhoneX'}, {'indices': [33, 41], 'text': 'iPhone8'}, {'indices': [99, 108], 'text': 'Giveaway'}, {'indices': [109, 115], 'text': 'Phone'}]",#Win one of these #iPhoneX &amp; #iPhone8 ?? just RETWEET &amp; FOLLOW us COMMENT THE ONE YOU WANT #Giveaway #Phone 5,Bot
9.9E+17,27-04-18 19:16,ge66mar,27,,FALSE,53,590,142,621,FALSE,"[{'indices': [34, 38], 'text': 'bnw'}, {'indices': [39, 50], 'text': 'Monochrome'}, {'indices': [51, 76], 'text': 'blackandwhitephotography'}, {'indices': [78, 86], 'text': 'iPhone8'}, {'indices': [87, 97], 'text': 'Starbucks'}, {'indices': [98, 104], 'text': 'osaka'}, {'indices': [105, 111], 'text': 'japan'}]",RT @0622_bnw: Stranger with me. #bnw #Monochrome #blackandwhitephotography #iPhone8 #Starbucks #osaka #japan,NoBot
9.9E+17,27-04-18 19:13,elementalcases,110,"Los Angeles, CA",FALSE,64,10377,8,1336,FALSE,"[{'indices': [21, 27], 'text': 'blush'}, {'indices': [28, 43], 'text': 'elementalcases'}, {'indices': [44, 55], 'text': 'applewatch'}, {'indices': [56, 64], 'text': 'iphoneX'}, {'indices': [65, 77], 'text': 'iphone8plus'}, {'indices': [78, 86], 'text': 'iphone8'}, {'indices': [87, 99], 'text': 'iphone7plus'}, {'indices': [100, 108], 'text': 'iphone7'}]",Matchy matchy 💕👯‍♀️💕 #blush #elementalcases #applewatch #iphoneX #iphone8plus #iphone8 #iphone7plus #iphone7,Bot
9.9E+17,27-04-18 19:11,iom_online,252,Isle of Man,FALSE,54,795,540,6346,FALSE,"[{'indices': [29, 39], 'text': 'BikeThief'}, {'indices': [101, 109], 'text': 'iphone8'}, {'indices': [110, 119], 'text': 'kawasaki'}, {'indices': [120, 130], 'text': 'isleofman'}]",RT @scottishmanx: BIKE THIEF #BikeThief Caught this little tyke trying to make off with my bike! 😂😂😂 #iphone8 #kawasaki #isleofman,NoBot
9.9E+17,27-04-18 19:06,scottishmanx,272,Isle of Man,FALSE,583,211,6932,1197,TRUE,"[{'indices': [11, 21], 'text': 'BikeThief'}, {'indices': [83, 91], 'text': 'iphone8'}, {'indices': [92, 101], 'text': 'kawasaki'}, {'indices': [102, 112], 'text': 'isleofman'}]",BIKE THIEF #BikeThief Caught this little tyke trying to make off with my bike! 😂😂😂 #iphone8 #kawasaki #isleofman,NoBot
9.9E+17,27-04-18 19:05,CaseSwaggerUS,113,"Pennsylvania, USA",FALSE,28,584,208,278,FALSE,[],"Kicking off Friday with a little Smoke Cloud design, come over and checkout all the Smoke Cloud designs. Be sure to…",NoBot
9.9E+17,27-04-18 19:01,AmyKnight1312,40,South Wales,FALSE,87,318,93,114,FALSE,[],"hey @O2 ive smashed the BACK of my iphone8 plus. apparently i have a free screen replacement, does this cover the BACK of my phone?? thanks",NoBot
9.9E+17,27-04-18 18:48,dgran1103,11,,FALSE,41,14950,2,138,FALSE,"[{'indices': [73, 85], 'text': 'iphone7plus'}, {'indices': [86, 94], 'text': 'iphone7'}, {'indices': [95, 104], 'text': 'iPhone6S'}, {'indices': [105, 113], 'text': 'iphonex'}, {'indices': [114, 122], 'text': 'iphone8'}, {'indices': [123, 136], 'text': 'iphonegraphy'}]",RT @dinfomall: SPRINT DEAL | NEW iPhone 8 (PRODUCT) RED Special Edition! #iphone7plus #iphone7 #iPhone6S #iphonex #iphone8 #iphonegraphy #i…,Bot
9.9E+17,27-04-18 18:36,PinkHouseVtg,918,"Arizona, USA",FALSE,813,546,9,2612,FALSE,"[{'indices': [98, 108], 'text': 'phonecase'}]",We took this photo in Colorado and use it for everything. It makes a great phone case doesn't it? #phonecase…,NoBot
9.9E+17,27-04-18 18:30,techshout,13295,,FALSE,181,17101,16,24612,FALSE,"[{'indices': [0, 8], 'text': 'iPhone8'}, {'indices': [10, 22], 'text': 'iPhone8Plus'}]","#iPhone8, #iPhone8Plus (PRODUCT)RED hit India",Bot
9.9E+17,27-04-18 18:11,techarmor,1726,Hawaii,FALSE,1819,890,195,644,TRUE,"[{'indices': [16, 29], 'text': 'iphonerepair'}, {'indices': [30, 38], 'text': 'iphone8'}, {'indices': [39, 57], 'text': 'TakeItToTechArmor'}, {'indices': [58, 73], 'text': 'WhalersVillage'}]",Fast convenient #iphonerepair #iphone8 #TakeItToTechArmor #WhalersVillage,NoBot
9.9E+17,27-04-18 18:06,LiquidaStoreBr,2,"São Paulo, Brasil",FALSE,26,14337,0,430,TRUE,[],Powstro USB Rechargeable battery 4 levels selfie Led Phone Camera Ring Light for IPhone8 Samsung R$9.52 ➤…,Bot
9.9E+17,27-04-18 17:53,xclaudia85x,882,,FALSE,76,13241,42796,6751,TRUE,"[{'indices': [23, 28], 'text': 'case'}, {'indices': [35, 44], 'text': 'casetify'}, {'indices': [53, 63], 'text': 'butterfly'}, {'indices': [64, 76], 'text': 'butterflies'}, {'indices': [77, 83], 'text': 'moths'}, {'indices': [84, 99], 'text': 'casetifyartist'}, {'indices': [100, 107], 'text': 'iphone'}, {'indices': [108, 115], 'text': 'summer'}, {'indices': [116, 122], 'text': 'trend'}, {'indices': [123, 131], 'text': 'iPhone8'}]",RT @Kakelstore: Pretty #case in my #casetify shop!!! #butterfly #butterflies #moths #casetifyartist #iphone #summer #trend #iPhone8 #iphone…,Bot
9.9E+17,27-04-18 17:51,pasoundworks,6,"Prince Albert, Saskatchewan",FALSE,133,11921,12,19,FALSE,"[{'indices': [0, 13], 'text': 'Pasoundworks'}, {'indices': [31, 37], 'text': 'Telus'}]","#Pasoundworks is an authorized #Telus Dealer! Right now with Telus, you can trade in select phones and get up to $2…",Bot
9.9E+17,27-04-18 17:45,xdteamone2,10,France,FALSE,71,17286,476,212,TRUE,[],Iphone8 gold @xdteamone2 @AppleMusic @AppStore,Bot
9.9E+17,27-04-18 17:44,xbxccax,156,,FALSE,179,757,7355,2453,TRUE,"[{'indices': [35, 43], 'text': 'iphone8'}]",My new phone is amaze I’m in love😍 #iphone8,NoBot
9.9E+17,27-04-18 17:30,iPhone8andx,1903,United States,FALSE,56,18840,19,9863,FALSE,"[{'indices': [0, 4], 'text': 'Win'}, {'indices': [18, 26], 'text': 'iPhoneX'}, {'indices': [33, 41], 'text': 'iPhone8'}, {'indices': [99, 108], 'text': 'Giveaway'}, {'indices': [109, 115], 'text': 'Phone'}]",#Win one of these #iPhoneX &amp; #iPhone8 ?? just RETWEET &amp; FOLLOW us COMMENT THE ONE YOU WANT #Giveaway #Phone 2,Bot
9.9E+17,27-04-18 17:27,sp_wallpaper,515,Web,FALSE,30,12103,0,33132,FALSE,"[{'indices': [77, 85], 'text': 'iphone8'}, {'indices': [86, 96], 'text': 'wallpaper'}]",SmartPhone Wallpaper info:Mont Saint Michel Light Up #iphone8 #wallpaper,Bot
9.9E+17,27-04-18 17:22,Casper5Sole,116,Washington DC–Barbados– Sthlm.,FALSE,1039,13587,264,741,TRUE,"[{'indices': [10, 18], 'text': 'iPhone8'}, {'indices': [31, 40], 'text': 'Fortnite'}, {'indices': [49, 58], 'text': 'Giveaway'}]","@StreamMe #iPhone8 &amp; 2,800 #Fortnite V-Bucks #Giveaway @PCoriell @PCMasonDoyle @PS4_Trophies @PS4Attitude @firstbloodio @FortFrontier",Bot
9.9E+17,27-04-18 17:21,Techglares,136,"Hyderabad, India",FALSE,1,394,24,359,FALSE,"[{'indices': [0, 10], 'text': 'TechGlare'}, {'indices': [11, 20], 'text': 'TechNews'}, {'indices': [34, 40], 'text': 'Opera'}, {'indices': [99, 107], 'text': 'Iphone8'}]",#TechGlare #TechNews 27-04-18 1. #Opera had introduced a new opera browser called Opera Touch. 2. #Iphone8 and…,NoBot
9.9E+17,27-04-18 17:21,zyxwvopqr,1037,皆に可愛いと言われて最近恥ずかし過ぎる,FALSE,1750,535,28057,23778,TRUE,[],3、iPhone8,NoBot
9.9E+17,27-04-18 17:15,iPhone_wp_sc_en,4116,,FALSE,512,16205,0,30617,FALSE,"[{'indices': [51, 59], 'text': 'iphone8'}, {'indices': [60, 70], 'text': 'wallpaper'}]",Mont Saint Michel Light Up #iphone8 #wallpaper,Bot
9.9E+17,27-04-18 17:12,ParanSumanta,5,,FALSE,160,413,4,16,FALSE,[],"update tech talks #12-itunes,google,iphone8-8plus,arm touchscreen watch,patym,mi pad 4,mi s2: via @YouTube",NoBot
9.9E+17,27-04-18 17:03,Roc091,73,People's Republic of China,FALSE,234,13488,1540,82,TRUE,"[{'indices': [58, 78], 'text': 'promotionalproducts'}, {'indices': [79, 85], 'text': 'promo'}, {'indices': [86, 103], 'text': 'wirelesschargers'}]",Ukulele Wireless Charger Contact us: roc@everacepromo.com #promotionalproducts #promo #wirelesschargers…,Bot
9.9E+17,27-04-18 16:55,TechGini,8,India,FALSE,16,11288,0,30,FALSE,[],"Tech Talks: OnePlus 6 Leaks, iPhone 8 &amp; iPhone 8 Plus Red Color, Xiaomi BlackShark Gaming…",Bot
9.9E+17,27-04-18 16:52,Najma_WonderW,2711,Motherland state of Mind,FALSE,770,18195,6676,17089,TRUE,"[{'indices': [0, 15], 'text': 'Microsoft950XL'}, {'indices': [44, 52], 'text': 'iPhone8'}]","#Microsoft950XL had face recognition before #iPhone8, imagine it come in 2015. And it still works like a brand new…",Bot
9.9E+17,27-04-18 16:39,stOrminform,8,Navi Mumbai ,FALSE,15,587,462,270,FALSE,"[{'indices': [102, 108], 'text': 'apple'}, {'indices': [109, 116], 'text': 'iPhone'}, {'indices': [117, 125], 'text': 'iphone8'}, {'indices': [126, 138], 'text': 'iphone8plus'}]","RT @Plugdevicesng: Guess who came already Yea, you guessed right... The iPhone 8 series Product RED #apple #iPhone #iphone8 #iphone8plus…",NoBot
9.9E+17,27-04-18 16:35,LifeHacksIRL,5922,,FALSE,6122,17053,29,4802,FALSE,"[{'indices': [0, 3], 'text': 'RT'}, {'indices': [88, 95], 'text': 'iPhone'}, {'indices': [96, 107], 'text': 'AppleWatch'}]",#RT @TechInRL: Bestand 3 in 1 AirPods/Apple Watch/iPhone Stand! #iPhone #AppleWatch…,Bot
9.9E+17,27-04-18 16:30,iPhone8andx,1903,United States,FALSE,56,10778,19,9863,FALSE,"[{'indices': [24, 28], 'text': 'Win'}, {'indices': [42, 50], 'text': 'iPhoneX'}, {'indices': [61, 69], 'text': 'iPhone8'}]",#Win one of these #iPhoneX &amp;amp; #iPhone8 ?? just RETWEET &amp;amp; FOLLOW us COMMENT THE ONE Y…,Bot
9.9E+17,27-04-18 16:15,thinkofmi9,1329,delhi ,FALSE,119,10943,10804,13615,TRUE,"[{'indices': [21, 29], 'text': 'iphone8'}, {'indices': [74, 88], 'text': 'T20onAirtel4G'}]",RT @SushilKashyap01: #iphone8 is the prize guys! This is my @airtelindia #T20onAirtel4G selfie entry. Go Participate now.,Bot
9.9E+17,27-04-18 16:08,BeetelBite,3573,New Delhi,FALSE,1406,13064,627,10061,FALSE,"[{'indices': [24, 30], 'text': 'Apple'}, {'indices': [31, 39], 'text': 'iPhone8'}, {'indices': [44, 56], 'text': 'iPhone8Plus'}, {'indices': [67, 71], 'text': 'RED'}]",The wait is over as the #Apple #iPhone8 and #iPhone8Plus (PRODUCT) #RED Editions are now available in India. Here a…,Bot
9.9E+17,27-04-18 16:05,SuperDealsite,5562,,FALSE,5336,15498,1449,12744,FALSE,"[{'indices': [75, 83], 'text': 'iphone8'}, {'indices': [84, 96], 'text': 'iphone8plus'}, {'indices': [97, 105], 'text': 'iphone7'}, {'indices': [106, 118], 'text': 'iphone7plus'}, {'indices': [119, 129], 'text': 'phonecase'}, {'indices': [130, 136], 'text': 'deals'}]","RT @SleekDeals: iPhone 8 plus Case, iPhone 7 plus Case for $8.24 25% off #iphone8 #iphone8plus #iphone7 #iphone7plus #phonecase #deals #g…",Bot
9.9E+17,27-04-18 16:01,iPhone8andx,1903,United States,FALSE,56,18902,19,9863,FALSE,"[{'indices': [0, 4], 'text': 'Win'}, {'indices': [18, 26], 'text': 'iPhoneX'}, {'indices': [33, 41], 'text': 'iPhone8'}, {'indices': [99, 108], 'text': 'Giveaway'}, {'indices': [109, 115], 'text': 'Phone'}]",#Win one of these #iPhoneX &amp; #iPhone8 ?? just RETWEET &amp; FOLLOW us COMMENT THE ONE YOU WANT #Giveaway #Phone 47,Bot
9.9E+17,27-04-18 15:49,chupsaaley,2262,"Bengaluru, India",FALSE,2052,318,663,3100,TRUE,"[{'indices': [77, 91], 'text': 'T20onAirtel4G'}, {'indices': [120, 128], 'text': 'iphone8'}]",RT @teentakle1212: Here is my selfie with @airtelindia 4G T20 cricket season #T20onAirtel4G . Fingers crossed to win an #iphone8. Go Partic…,NoBot
9.9E+17,27-04-18 15:43,teentakle1212,3581,Bangalore,FALSE,1442,110,797,26239,TRUE,"[{'indices': [58, 72], 'text': 'T20onAirtel4G'}, {'indices': [101, 109], 'text': 'iphone8'}]",Here is my selfie with @airtelindia 4G T20 cricket season #T20onAirtel4G . Fingers crossed to win an #iphone8. Go P…,NoBot
